review_text,rating,sentiment
This bluetooth speaker is disappointing. Overall it's could be better.,2,negative
"This laptop is cheap. However, setup took less than five minutes. Rating: 1/5.",1,negative
Bought this smartwatch a few weeks ago. Works perfectly out of the box.,4,positive
This backpack is responsive. I would definitely buy this again.,5,positive
This vacuum cleaner is worth every penny. Rating: 4/5.,4,positive
This running shoes is so-so.,3,neutral
This running shoes is sturdy. Works perfectly out of the box. Rating: 5/5.,5,positive
Bought this desk lamp a few weeks ago.,3,neutral
Bought this coffee maker a few weeks ago.,5,positive
This wireless mouse is amazing.,3,neutral
This coffee maker is solid. Battery life is impressive. Overall it's didn't disappoint.,4,positive
This wireless mouse is amazing. Setup took less than five minutes.,4,positive
"This office chair is decent. It's fine for the price but i wouldn't rave about it. On the plus side, works perfectly out of the box. Rating: 4/5.",4,neutral
Bought this air fryer a few weeks ago.,4,neutral
This headphones is so-so. Packaging was fine.,3,neutral
This air fryer is not worth it. It's louder than advertised. Overall it's could be better.,2,negative
This backpack is well made. I would definitely buy this again.,4,positive
This phone case is decent. Delivery took about a week. Rating: 3/5.,3,neutral
"This headphones is reliable. Also, I had to return it after two days.",3,positive
"This laptop is so-so. Delivery took about a week. However, stopped working within a week.",2,neutral
"This office chair is faulty. It arrived damaged. On the plus side, it's fine for the price but I wouldn't rave about it.",1,negative
Bought this backpack a few weeks ago. It feels premium for the price. Rating: 4/5.,4,positive
Bought this phone case a few weeks ago. Rating: 5/5.,5,positive
"This blender is faulty. The material feels cheap. On the plus side, works perfectly out of the box.",3,negative
This phone case is durable. My whole family loves it now.,5,positive
This bluetooth speaker is useless. It arrived damaged. Rating: 1/5.,1,negative
This yoga mat is useless. It arrived damaged. Overall it's not bad.,1,negative
This wireless mouse is badly made. The instructions were confusing. Overall it's can't complain.,1,negative
This coffee maker is badly made. Customer support never responded. Overall it's didn't disappoint. Rating: 1/5.,1,negative
"This blender is broken. Customer support never responded. That said, delivery took about a week. Rating: 2/5.",2,negative
This blender is subpar. I had to return it after two days.,3,negative
This smartwatch is standard.,3,neutral
This running shoes is superb. Battery life is impressive. Rating: 5/5.,5,positive
This backpack is sleek. Exceeded my expectations.,5,positive
This phone case is sturdy. Overall it's didn't disappoint.,5,positive
This yoga mat is fantastic.,5,positive
This laptop is so-so. Packaging was fine.,4,neutral
This laptop is so-so.,3,neutral
This phone case is responsive.,3,positive
This running shoes is superb. Shipping was fast and packaging was solid.,4,positive
This bluetooth speaker is affordable. Rating: 5/5.,5,positive
Bought this air fryer a few weeks ago.,3,positive
"Bought this desk lamp a few weeks ago. It arrived damaged. Also, I would definitely buy this again.",3,negative
"This vacuum cleaner is acceptable. However, customer support never responded.",4,neutral
This office chair is decent.,3,neutral
"This blender is unreliable. It arrived damaged. Also, I would definitely buy this again. Rating: 2/5.",2,negative
This smartwatch is defective. I regret this purchase.,1,negative
This air fryer is faulty.,3,negative
This wireless mouse is faulty. I had to return it after two days.,1,negative
"This smartwatch is frustrating. The size runs way smaller than expected. That said, exceeded my expectations.",2,negative
This yoga mat is defective.,3,negative
Bought this phone case a few weeks ago. It does teh job but nothing more. Rating: 4/5.,4,neutral
Bought this coffee maker a few weeks ago.,1,negative
"This yoga mat is solid. However, packaging was fine. Rating: 4/5.",4,positive
"This desk lamp is standard. Works as described, no surprises. Also, it arrived damaged.",3,neutral
Bought this desk lamp a few weeks ago. Battery drains way too fast.,2,negative
Bought this headphones a few weeks ago. It feels premium for the price.,5,positive
Bought this desk lamp a few weeks ago.,5,positive
"This vacuum cleaner is nothing special. Works as described, no surprises. On the plus side, setup took less than five minutes.",3,neutral
This backpack is solid.,3,positive
This air fryer is superb. Exceeded my expectations.,3,positive
This wireless mouse is great. Exceeded my expectations.,4,positive
Bought this office chair a few weeks ago. I regret this purchase.,3,negative
This running shoes is fantastic. Exceeded my expectations.,3,positive
"This laptop is unreliable. Battery drains way too fast. That said, my whole family loves it now. Rating: 1/5.",1,neutral
"Bought this backpack a few weeks ago. Battery life is impressive. On the plus side, works as described, no surprises. Overall it's wouldn't recommend.",4,positive
"This backpack is slow. That said, exceeded my expectations. Rating: 1/5.",1,negative
This smartwatch is reliable. The build quality is great. Rating: 4/5.,4,positive
Bought this phone case a few weeks ago. Battery drains way too fast.,1,negative
"This coffee maker is solid. Also, works as described, no surprises.",5,positive
"This wireless mouse is comfortable. However, it's fine for the price but I wouldn't rave about it. Rating: 4/5.",4,positive
"This coffee maker is sturdy. Exceeded my expectations. However, I regret this purchase.",3,positive
This office chair is faulty. Rating: 2/5.,2,negative
This office chair is superb. Shipping was fast and packaging was solid.,3,positive
This yoga mat is amazing. The build quality is great. Overall it's can't complain.,5,positive
This headphones is okay.,4,neutral
This phone case is fine. It does the job but nothing more.,3,neutral
This phone case is frustrating.,3,negative
"This vacuum cleaner is standard. Some features are useful, others aren't. Also, I regret this purchase. Overall it's can't complain.",3,neutral
Bought this headphones a few weeks ago.,4,neutral
Bought this desk lamp a few weeks ago.,5,positive
"This blender is top notch. On the plus side, it's fine for the price but I wouldn't rave about it.",4,positive
Bought this office chair a few weeks ago.,1,negative
Bought this backpack a few weeks ago. Overall it's not great.,4,positive
This bluetooth speaker is worth every penny.,4,positive
This smartwatch is outstanding. Customer service was very helpful. Overall it's could be better. Rating: 3/5.,3,positive
Bought this blender a few weeks ago.,2,negative
This wireless mouse is affordable. Rating: 5/5.,5,positive
This smartwatch is not worth it. The instructions were confusing.,1,negative
"This laptop is middle of the road. Some features are useful, others aren't.",4,neutral
"This yoga mat is frustrating. Stopped working within a week. However, battery life is impressive.",3,negative
This wireless mouse is frustrating.,2,negative
This phone case is fast. Setup took less than five minutes.,5,positive
This vacuum cleaner is reasonable. It does the job but nothing more. Overall it's not bad. Rating: 3/5.,3,neutral
This office chair is fast.,4,positive
"This wireless mouse is average. Works as described, no surprises. Rating: 2/5.",2,positive
This air fryer is shoddy. I regret this purchase. Overall it's didn't disappoint. Rating: 2/5.,2,negative
"Bought this coffee maker a few weeks ago. Some features are useful, others aren't. However, customer service was very helpful. Overall it's not bad.",3,neutral
Bought this wireless mouse a few weeks ago. Battery life is impressive.,3,positive
This bluetooth speaker is awful. It arrived damaged.,2,negative
"This backpack is fine. It's fine for the price but i wouldn't rave about it. That said, I had to return it after two days.",4,neutral
This laptop is awful. I had to return it after two days. Rating: 2/5.,2,negative
This headphones is great.,5,positive
"This headphones is top notch. Shipping was fast and packaging was solid. That said, I regret this purchase.",5,positive
Bought this blender a few weeks ago. The material feels cheap.,2,negative
Bought this wireless mouse a few weeks ago. Rating: 4/5.,4,positive
"Bought this wireless mouse a few weeks ago. Some features are useful, others aren't.",3,neutral
This phone case is clunky.,2,negative
Bought this coffee maker a few weeks ago. Battery life is impressive. Rating: 5/5.,5,positive
This smartwatch is disappointing. Battery drains way too fast.,1,negative
"This yoga mat is average. Works as described, no surprises.",3,neutral
This blender is shoddy. It arrived damaged. Rating: 3/5.,3,negative
Bought this air fryer a few weeks ago. Stopped working within a week.,3,negative
"This blender is middle of teh road. Works as described, no surprises. Also, it arrived damaged.",2,neutral
This desk lamp is affordable.,4,positive
This phone case is badly made.,2,negative
This bluetooth speaker is acceptable. Packaging was fine. Rating: 2/5.,2,neutral
"This yoga mat is solid. Works perfectly out of the box. That said, some features are useful, others aren't.",4,positive
This phone case is acceptable. Delivery took about a week.,4,neutral
This desk lamp is durable. Rating: 3/5.,3,positive
"This backpack is reliable. I would definitely buy this again. On the plus side, delivery took about a week.",3,positive
"This laptop is awful. However, it's fine for the price but I wouldn't rave about it. Overall it's wouldn't reccomend. Rating: 1/5.",1,negative
Bought this running shoes a few weeks ago. Packaging was fine.,2,neutral
"This backpack is comfortable. The build quality is great. However, customer support never responded.",4,positive
"This vacuum cleaner is nothing special. Packaging was fine. However, exceeded my expectations.",2,neutral
This vacuum cleaner is durable.,4,positive
This wireless mouse is sturdy.,5,positive
"This laptop is clunky. It's louder than advertised. On the plus side, packaging was fine. Overall it's not as good as I hoped.",1,negative
This backpack is subpar. The material feels cheap.,3,negative
This wireless mouse is okay. Delivery took about a week. Overall it's not as good as I hoped.,3,neutral
This yoga mat is okay.,3,neutral
Bought this desk lamp a few weeks ago.,4,positive
"Bought this running shoes a few weeks ago. Customer support never responded. That said, shipping was fast and packaging was solid.",2,negative
This phone case is solid. Exceeded my expectations.,4,positive
"This smartwatch is top notch. Works perfectly out of the box. Also, packaging was fine.",5,positive
This blender is so-so. Rating: 4/5.,4,neutral
This wireless mouse is sturdy.,5,positive
This wireless mouse is solid. Rating: 5/5.,5,positive
This office chair is badly made.,1,negative
This vacuum cleaner is excellent. It feels premium for the price.,5,positive
This coffee maker is sturdy. Setup took less than five minutes.,4,positive
This phone case is disappointing. I regret this purchase.,2,negative
"This running shoes is acceptable. Some features are useful, others aren't. That said, it arrived damaged.",3,neutral
"This bluetooth speaker is okay. That said, I had to return it after two days. Rating: 2/5.",2,neutral
"This wireless mouse is outstanding. My whole family loves it now. Also, I had to return it after two days.",3,positive
This coffee maker is worth every penny. Setup took less than five minutes. Rating: 5/5.,5,positive
"This headphones is great. It feels premium for the price. On the downside, I regret this purchase. Rating: 3/5.",3,positive
"This blender is top notch. Battery life is impressive. On the plus side, it's fine for the price but I wouldn't rave about it. Overall it's not great.",5,positive
This coffee maker is defective. It arrived damaged.,2,negative
This phone case is defective.,3,negative
This bluetooth speaker is comfortable. The build quality is great. Overall it's didn't disappoint.,4,positive
This phone case is smooth.,5,positive
This backpack is terrible. It arrived damaged.,1,negative
This backpack is flimsy.,2,negative
This office chair is slow. I regret this purchase.,2,negative
Bought this office chair a few weeks ago. Works perfectly out of the box.,3,positive
This coffee maker is wonderful.,4,positive
"This running shoes is okay. That said, exceeded my expectations.",3,neutral
"This phone case is acceptable. Packaging was fine. However, I regret this purchase.",3,neutral
Bought this laptop a few weeks ago. Delivery took about a week.,3,neutral
This bluetooth speaker is poor. Rating: 2/5.,2,negative
This phone case is acceptable. It's fine for the price but i wouldn't rave about it.,3,neutral
This backpack is comfortable. The build quality is great.,4,positive
"This backpack is reliable. Battery life is impressive. Also, works as described, no surprises. Overall it's not great.",5,positive
This bluetooth speaker is impressive. My whole family loves it now.,4,positive
This blender is well made. My whole family loves it now.,4,positive
This bluetooth speaker is smooth. Shipping was fast and packaging was solid.,5,neutral
This laptop is defective. It arrived damaged. Rating: 1/5.,1,negative
Bought this blender a few weeks ago.,4,positive
"This blender is broken. Also, the build quality is great. Rating: 1/5.",1,negative
This yoga mat is frustrating. Battery drains way too fast.,2,negative
This blender is affordable. Battery life is impressive.,5,positive
This office chair is sturdy. Rating: 5/5.,5,positive
This phone case is worth every penny. Setup took less than five minutes. Rating: 4/5.,4,positive
"Bought this office chair a few weeks ago. Shipping was fast and packaging was solid. Also, some features are useful, others aren't. Rating: 5/5.",5,positive
Bought this bluetooth speaker a few weeks ago. Customer service was very helpful.,4,positive
This wireless mouse is worth every penny.,5,positive
Bought this running shoes a few weeks ago. The instructions were confusing.,1,negative
This bluetooth speaker is superb. I would definitely buy this again. Overall it's could be better. Rating: 4/5.,4,positive
This office chair is useless.,3,negative
This phone case is uncomfortable. Stopped working within a week. Rating: 3/5.,3,negative
This blender is top notch.,3,negative
Bought this wireless mouse a few weeks ago. It does the job but nothing more. Rating: 3/5.,3,neutral
This air fryer is top notch. Works perfectly out of the box.,5,positive
This bluetooth speaker is well made. Customer service was very helpful.,5,positive
This laptop is shoddy.,1,negative
This headphones is decent.,2,negative
This laptop is cheap. The material feels cheap. Rating: 2/5.,2,negative
This smartwatch is amazing. Shipping was fast and packaging was solid.,5,positive
"This air fryer is smooth. My whole family loves it now. However, I had to return it after two days.",3,positive
This laptop is solid. Setup took less than five minutes. Overall it's can't complain.,5,positive
"This headphones is fine. Also, I had to return it after two days. Rating: 4/5.",4,neutral
"This air fryer is disappointing. The instructions were confusing. That said, battery life is impressive.",1,negative
Bought this bluetooth speaker a few weeks ago. Customer support never responded. Overall it's not great.,1,negative
"This coffee maker is flimsy. On the plus side, works as described, no surprises. Rating: 3/5.",3,negative
"This wireless mouse is affordable. My whole family loves it now. On the plus side, delivery took about a week. Overall it's could be better.",3,positive
Bought this desk lamp a few weeks ago.,2,negative
This vacuum cleaner is middle of the road. Delivery took about a week.,2,neutral
This smartwatch is wonderful.,4,positive
"Bought this coffee maker a few weeks ago. Customer service was very helpful. That said, works as described, no surprises. Overall it's can't complain.",4,positive
This laptop is defective. It arrived damaged.,1,negative
This vacuum cleaner is reasonable. Rating: 3/5.,3,neutral
This desk lamp is so-so.,3,neutral
This laptop is clunky. The instructions were confusing.,1,negative
This vacuum cleaner is durable. Battery life is impressive.,5,positive
"This air fryer is reliable. On the plus side, some features are useful, others aren't.",4,positive
"Bought this wireless mouse a few weeks ago. Also, packaging was fine.",4,negative
"This yoga mat is decent. Works as described, no surprises. Rating: 3/5.",3,neutral
"This vacuum cleaner is solid. Also, it arrived damaged. Rating: 3/5.",3,positive
Bought this phone case a few weeks ago. Shipping was fast and packaging was solid. Rating: 3/5.,3,positive
This running shoes is wonderful. Rating: 4/5.,4,positive
"This running shoes is acceptable. Delivery took about a week. On the plus side, works perfectly out of teh box.",3,neutral
This yoga mat is faulty. It's louder than advertised.,1,negative
This air fryer is well made. Battery life is impressive.,5,positive
This laptop is reliable. Setup took less than five minutes. Rating: 4/5.,4,positive
Bought this laptop a few weeks ago. I regret this purchase.,1,negative
This blender is impressive. Battery life is impressive.,5,positive
This smartwatch is clunky.,2,negative
This smartwatch is great. I would definately buy this again.,5,positive
This vacuum cleaner is terrible.,2,negative
This coffee maker is shoddy. Battery drains way too fast.,1,negative
This office chair is affordable. Overall it's can't complain.,3,positive
This air fryer is durable. Rating: 5/5.,5,positive
"This vacuum cleaner is nothing special. It's fine for the price but i wouldn't rave about it. However, the material feels cheap. Rating: 3/5.",3,neutral
Bought this laptop a few weeks ago. Packaging was fine.,3,neutral
This air fryer is outstanding.,5,positive
This yoga mat is sturdy. Battery life is impressive. Rating: 5/5.,5,positive
This air fryer is cheap.,2,negative
"This air fryer is middle of the road. Works as described, no surprises. Rating: 2/5.",2,neutral
This smartwatch is fast.,5,positive
"This smartwatch is poor. Battery drains way too fast. Also, it's fine for the price but I wouldn't rave about it. Overall it's wouldn't reccomend. Rating: 2/5.",2,negative
This office chair is excellent.,3,positive
This office chair is faulty.,3,neutral
This wireless mouse is defective.,2,negative
"This air fryer is badly made. That said, some features are useful, others aren't.",2,negative
Bought this yoga mat a few weeks ago.,1,negative
Bought this wireless mouse a few weeks ago. Customer support never responded.,1,negative
This headphones is amazing.,5,positive
This headphones is outstanding. Battery life is impressive.,4,positive
Bought this bluetooth speaker a few weeks ago.,5,positive
This phone case is clunky. Stopped working within a week. Overall it's could be better. Rating: 2/5.,2,negative
This office chair is frustrating. Battery drains way too fast.,1,negative
This wireless mouse is well made.,5,positive
"This bluetooth speaker is defective. The instructions were confusing. Also, battery life is impressive. Rating: 2/5.",2,negative
"This bluetooth speaker is fine. Some features are useful, others aren't.",3,neutral
This air fryer is sturdy.,4,positive
This air fryer is flimsy. Customer support never responded.,3,negative
This air fryer is smooth. Shipping was fast and packaging was solid.,5,positive
This office chair is well made. Rating: 3/5.,3,positive
"This laptop is affordable. Shipping was fast and packaging was solid. That said, it's fine for the price but I wouldn't rave about it.",4,positive
This running shoes is shoddy. I had to return it after two days. Overall it's not bad.,2,negative
This backpack is well made. It feels premium for the price.,5,positive
"This yoga mat is comfortable. I would definately buy this again. That said, it's fine for the price but I wouldn't rave about it.",5,positive
"Bought this headphones a few weeks ago. I had to return it after two days. However, some features are useful, others aren't.",2,negative
This smartwatch is reliable. My whole family loves it now.,3,positive
"This desk lamp is superb. Battery life is impressive. On the plus side, some features are useful, others aren't.",5,positive
"This running shoes is clunky. The instructions were confusing. Also, packaging was fine. Rating: 1/5.",1,negative
Bought this air fryer a few weeks ago. Shipping was fast and packaging was solid. Rating: 3/5.,3,positive
"Bought this office chair a few weeks ago. Works as described, no surprises. Also, shipping was fast and packaging was solid.",2,neutral
This smartwatch is well made. Rating: 3/5.,3,positive
This backpack is amazing. The build quality is great. Rating: 5/5.,5,negative
This headphones is frustrating. Stopped working within a week. Overall it's not bad.,2,negative
"Bought this blender a few weeks ago. My whole family loves it now. That said, it arrived damaged.",5,positive
"This bluetooth speaker is excellent. My whole family loves it now. That said, packaging was fine.",5,positive
"This smartwatch is durable. I would definitely buy this again. However, works as described, no surprises. Overall it's not as good as I hoped. Rating: 5/5.",5,positive
"This backpack is defective. On the plus side, delivery took about a week.",3,negative
This phone case is sleek. I would definitely buy this again. Overall it's could be better.,4,positive
This wireless mouse is nothing special. Packaging was fine.,3,neutral
This air fryer is not worth it. It arrived damaged. Overall it's can't complain.,1,negative
"Bought this yoga mat a few weeks ago. Customer service was very helpful. On the downside, customer support never responded.",4,positive
This smartwatch is shoddy.,1,negative
This air fryer is fast. Setup took less than five minutes.,3,positive
This office chair is poor.,2,negative
This backpack is comfortable. Works perfectly out of the box. Rating: 3/5.,3,positive
"This yoga mat is unreliable. Customer support never responded. However, delivery took about a week. Rating: 1/5.",1,neutral
This air fryer is solid. The build quality is great.,4,positive
This blender is disappointing. Battery drains way too fast. Overall it's could be better.,1,positive
"Bought this office chair a few weeks ago. Battery life is impressive. Also, works as described, no surprises. Rating: 4/5.",4,positive
This laptop is durable. Shipping was fast and packaging was solid. Rating: 5/5.,5,positive
"This office chair is acceptable. It does the job but nothing more. On teh downside, the size runs way smaller than expected.",3,neutral
This blender is nothing special. It does the job but nothing more. Overall it's not as good as I hoped.,3,neutral
This wireless mouse is broken. The instructions were confusing.,2,negative
"This headphones is outstanding. Customer service was very helpful. On the downside, I had to return it after two days. Rating: 4/5.",4,positive
Bought this phone case a few weeks ago. Shipping was fast and packaging was solid.,5,positive
"This smartwatch is reliable. Customer service was very helpful. On the downside, it's louder than advertised. Overall it's not as good as I hoped.",4,positive
This office chair is overpriced.,3,negative
This vacuum cleaner is average. Delivery took about a week.,2,neutral
This blender is faulty.,1,negative
Bought this air fryer a few weeks ago.,4,positive
"This air fryer is flimsy. It arrived damaged. Also, it feels premium for teh price. Overall it's could be better. Rating: 3/5.",3,negative
"This laptop is outstanding. Setup took less than five minutes. That said, works as described, no surprises. Rating: 4/5.",4,positive
Bought this backpack a few weeks ago. Shipping was fast and packaging was solid.,5,positive
Bought this running shoes a few weeks ago. Rating: 4/5.,4,positive
"This headphones is acceptable. Also, customer service was very helpful.",4,neutral
This smartwatch is poor.,1,negative
"Bought this laptop a few weeks ago. Exceeded my expectations. That said, some features are useful, others aren't.",4,positive
Bought this laptop a few weeks ago.,4,positive
"This yoga mat is responsive. Exceeded my expectations. However, works as described, no surprises. Rating: 3/5.",3,positive
Bought this headphones a few weeks ago.,5,positive
"This coffee maker is disappointing. It's louder than advertised. Also, the build quality is great. Rating: 2/5.",2,negative
"This smartwatch is nothing special. Works as described, no surprises. Overall it's not bad.",4,negative
This smartwatch is excellent. Overall it's not as good as I hoped.,3,positive
"This blender is nothing special. Also, the build quality is great.",4,neutral
This air fryer is worth every penny.,4,positive
This headphones is well made.,5,positive
This laptop is excellent. Works perfectly out of the box.,4,positive
Bought this blender a few weeks ago. Setup took less than five minutes.,4,positive
"Bought this headphones a few weeks ago. It feels premium for the price. Also, delivery took about a week.",5,positive
"This wireless mouse is superb. Setup took less than five minutes. However, packaging was fine. Rating: 4/5.",4,positive
This coffee maker is fast. Exceeded my expectations.,3,positive
This laptop is frustrating.,1,negative
This coffee maker is faulty. Customer support never responded. Rating: 3/5.,3,negative
This smartwatch is smooth. Exceeded my expectations.,4,positive
This blender is nothing special. It does the job but nothing more. Rating: 2/5.,2,neutral
"Bought this smartwatch a few weeks ago. Also, some features are useful, others aren't.",4,positive
This laptop is great. Setup took less than five minutes. Overall it's not bad.,5,positive
"This coffee maker is terrible. I had to return it after two days. That said, some features are useful, others aren't.",1,negative
This vacuum cleaner is frustrating.,1,negative
This blender is defective. Stopped working within a week.,1,negative
"This backpack is overpriced. On the plus side, shipping was fast and packaging was solid. Overall it's wouldn't recommend. Rating: 2/5.",2,negative
This office chair is disappointing.,1,negative
Bought this office chair a few weeks ago. Delivery took about a week.,3,neutral
This wireless mouse is defective. Rating: 2/5.,2,negative
This running shoes is decent. Rating: 3/5.,3,neutral
Bought this wireless mouse a few weeks ago.,1,negative
"This headphones is disappointing. Stopped working within a week. However, packaging was fine.",1,negative
This desk lamp is affordable. Setup took less than five minutes.,5,positive
Bought this office chair a few weeks ago. It feels premium for the price.,4,positive
"This phone case is responsive. My whole family loves it now. However, it's fine for the price but I wouldn't rave about it.",5,positive
This blender is uncomfortable.,1,negative
This backpack is not worth it. Battery drains way too fast.,1,negative
Bought this wireless mouse a few weeks ago.,3,neutral
"This yoga mat is reasonable. Some features are useful, others aren't.",3,neutral
This backpack is badly made.,2,negative
"This bluetooth speaker is standard. Some features are useful, others aren't.",3,neutral
This backpack is frustrating.,3,negative
This blender is poor.,3,negative
This yoga mat is fantastic.,3,positive
"This bluetooth speaker is disappointing. I regret this purchase. However, delivery took about a week.",1,negative
This desk lamp is excellent.,4,positive
"This yoga mat is faulty. However, delivery took about a week. Rating: 1/5.",1,negative
This laptop is flimsy. The material feels cheap. Rating: 1/5.,1,negative
"This coffee maker is middle of the road. Also, the build quality is great.",3,neutral
This headphones is awful.,3,negative
"Bought this bluetooth speaker a few weeks ago. Battery drains way too fast. Also, it feels premium for the price. Overall it's not great. Rating: 1/5.",1,negative
"This smartwatch is average. It's fine for the price but i wouldn't rave about it. Also, it feels premium for the price. Rating: 2/5.",2,neutral
This blender is useless.,1,negative
This vacuum cleaner is amazing. Battery life is impressive. Overall it's didn't disappoint.,4,positive
"This desk lamp is solid. However, I regret this purchase. Rating: 4/5.",4,positive
"Bought this phone case a few weeks ago. The size runs way smaller than expected. Also, it's fine for teh price but I wouldn't rave about it.",1,negative
This smartwatch is broken. The instructions were confusing.,2,negative
This coffee maker is sturdy.,4,positive
This coffee maker is okay. It does the job but nothing more.,2,neutral
"This wireless mouse is smooth. On the downside, the size runs way smaller than expected.",4,positive
This air fryer is faulty.,2,negative
"This headphones is sleek. Works perfectly out of the box. Also, the instructions were confusing. Rating: 4/5.",4,positive
This vacuum cleaner is fantastic. Setup took less than five minutes. Rating: 4/5.,4,positive
Bought this yoga mat a few weeks ago. Customer service was very helpful. Overall it's can't complain.,5,positive
This headphones is okay.,4,neutral
This blender is wonderful. Rating: 4/5.,4,positive
Bought this headphones a few weeks ago. I would definitely buy this again. Rating: 4/5.,4,neutral
This running shoes is sleek. Exceeded my expectations.,3,positive
"This air fryer is nothing special. Also, the build quality is great.",2,neutral
This smartwatch is shoddy.,1,neutral
Bought this phone case a few weeks ago. I would definitely buy this again.,4,positive
Bought this smartwatch a few weeks ago. I would definitely buy this again.,4,positive
"This bluetooth speaker is comfortable. Exceeded my expectations. On the downside, the material feels cheap.",4,positive
This phone case is terrible. Customer support never responded.,1,negative
Bought this desk lamp a few weeks ago. Customer support never responded. Rating: 2/5.,2,negative
This yoga mat is responsive. Setup took less than five minutes. Overall it's not bad.,3,positive
This vacuum cleaner is shoddy.,3,negative
This vacuum cleaner is amazing.,5,positive
This smartwatch is responsive. Battery life is impressive.,5,positive
"This running shoes is okay. Some features are useful, others aren't. However, the instructions were confusing. Overall it's could be better.",2,neutral
This headphones is reasonable. Delivery took about a week.,2,neutral
This backpack is worth every penny. Works perfectly out of teh box.,4,positive
Bought this running shoes a few weeks ago.,2,negative
This wireless mouse is fine.,3,neutral
This office chair is decent. It's fine for the price but i wouldn't rave about it.,4,neutral
This coffee maker is not worth it. Stopped working within a week. Overall it's didn't disappoint.,3,negative
This vacuum cleaner is awful. It's louder than advertised. Rating: 2/5.,2,negative
This desk lamp is frustrating. Stopped working within a week.,1,negative
This phone case is broken. Stopped working within a week.,2,negative
Bought this laptop a few weeks ago. It does the job but nothing more. Overall it's wouldn't recommend.,3,neutral
This wireless mouse is sleek. My whole family loves it now.,4,positive
This air fryer is affordable. Battery life is impressive.,4,positive
This running shoes is disappointing. The material feels cheap. Rating: 3/5.,3,positive
Bought this headphones a few weeks ago. It does the job but nothing more. Rating: 4/5.,4,neutral
This wireless mouse is fantastic.,3,positive
This vacuum cleaner is superb.,3,positive
This wireless mouse is worth every penny. The build quality is great.,4,positive
This running shoes is uncomfortable. Customer support never responded.,3,negative
This desk lamp is smooth. Works perfectly out of the box.,5,positive
"Bought this bluetooth speaker a few weeks ago. It does the job but nothing more. However, battery drains way too fast.",3,neutral
Bought this yoga mat a few weeks ago.,4,positive
Bought this vacuum cleaner a few weeks ago. Works perfectly out of the box.,5,positive
This running shoes is fantastic.,5,positive
"Bought this blender a few weeks ago. However, packaging was fine.",3,positive
This vacuum cleaner is impressive. Customer service was very helpful. Overall it's could be better.,3,positive
"This smartwatch is defective. On the plus side, some features are useful, others aren't.",2,negative
This coffee maker is outstanding. Rating: 4/5.,4,positive
This phone case is superb.,4,positive
Bought this phone case a few weeks ago. The instructions were confusing. Rating: 2/5.,2,negative
This smartwatch is subpar. The size runs way smaller than expected. Rating: 3/5.,3,negative
This coffee maker is outstanding.,5,positive
This running shoes is wonderful. Rating: 4/5.,4,positive
"This headphones is impressive. I would definitely buy this again. However, I had to return it after two days. Overall it's not bad. Rating: 4/5.",4,positive
"This phone case is superb. Works perfectly out of the box. Also, battery drains way too fast.",5,positive
This smartwatch is middle of the road.,3,neutral
Bought this running shoes a few weeks ago. Customer service was very helpful.,5,positive
This coffee maker is unreliable. The material feels cheap.,1,negative
This air fryer is affordable. It feels premium for the price.,4,positive
This running shoes is average.,4,neutral
This desk lamp is subpar. Overall it's can't complain.,1,negative
This yoga mat is uncomfortable. Customer support never responded. Overall it's didn't disappoint.,1,negative
This wireless mouse is okay. Packaging was fine.,4,neutral
"This laptop is average. Some features are useful, others aren't. Rating: 3/5.",3,neutral
This wireless mouse is uncomfortable.,1,negative
This desk lamp is faulty. Customer support never responded.,1,negative
This blender is reasonable.,4,neutral
"This vacuum cleaner is smooth. Battery life is impressive. That said, battery drains way too fast.",5,positive
This phone case is standard. It does the job but nothing more. Overall it's not great.,3,neutral
This backpack is standard.,2,neutral
Bought this vacuum cleaner a few weeks ago. Packaging was fine. Rating: 3/5.,3,neutral
Bought this air fryer a few weeks ago. It feels premium for the price. Overall it's could be better.,4,positive
"This blender is uncomfortable. The instructions were confusing. Also, I would definately buy this again. Overall it's didn't disappoint.",2,positive
"Bought this coffee maker a few weeks ago. Some features are useful, others aren't.",3,neutral
"This wireless mouse is flimsy. I had to return it after two days. However, works as described, no surprises.",1,negative
This office chair is durable. Overall it's didn't disappoint.,5,positive
This backpack is wonderful. I would definitely buy this again.,4,positive
This yoga mat is affordable. It feels premium for the price. Rating: 5/5.,5,positive
Bought this bluetooth speaker a few weeks ago. Packaging was fine. Overall it's not great. Rating: 3/5.,3,neutral
"This running shoes is affordable. Customer service was very helpful. However, it's fine for the price but I wouldn't rave about it. Overall it's not as good as I hoped. Rating: 4/5.",4,positive
"This bluetooth speaker is defective. Battery drains way too fast. Also, some features are useful, others aren't.",2,negative
This bluetooth speaker is smooth. It feels premium for the price. Rating: 3/5.,3,positive
This phone case is nothing special.,3,neutral
This bluetooth speaker is wonderful. I would definitely buy this again.,3,positive
Bought this blender a few weeks ago.,1,negative
This backpack is fast.,4,positive
"This smartwatch is fast. Works perfectly out of the box. On the downside, the instructions were confusing. Rating: 5/5.",5,positive
"This blender is worth every penny. That said, it's louder than advertised.",4,positive
This running shoes is badly made. It arrived damaged.,2,negative
"This bluetooth speaker is middle of the road. Works as described, no surprises.",3,neutral
"This bluetooth speaker is average. Delivery took about a week. However, I had to return it after two days.",3,neutral
"This backpack is superb. The build quality is great. On the downside, I regret this purchase.",4,positive
